Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Protein Pathway Groups,# Razor Peptides,"Abundances (Normalized): F1: 126, Sample","Abundances (Normalized): F1: 127N, Sample","Abundances (Normalized): F1: 127C, Sample","Abundances (Normalized): F1: 128N, Sample","Abundances (Normalized): F1: 128C, Sample","Abundances (Normalized): F1: 129N, Sample","Abundances (Normalized): F1: 129C, Sample","Abundances (Normalized): F1: 130N, Sample","Abundances (Normalized): F1: 130C, Sample","Abundances (Normalized): F1: 131N, Sample","Abundances (Normalized): F1: 131C, Sample","Abundance: F1: 126, Sample","Abundance: F1: 127N, Sample","Abundance: F1: 127C, Sample","Abundance: F1: 128N, Sample","Abundance: F1: 128C, Sample","Abundance: F1: 129N, Sample","Abundance: F1: 129C, Sample","Abundance: F1: 130N, Sample","Abundance: F1: 130C, Sample","Abundance: F1: 131N, Sample","Abundance: F1: 131C, Sample","Found in Sample: [S1] F1: 126, Sample","Found in Sample: [S4] F1: 127C, Sample","Found in Sample: [S3] F1: 127N, Sample","Found in Sample: [S6] F1: 128C, Sample","Found in Sample: [S5] F1: 128N, Sample","Found in Sample: [S8] F1: 129C, Sample","Found in Sample: [S7] F1: 129N, Sample","Found in Sample: [S10] F1: 130C, Sample","Found in Sample: [S9] F1: 130N, Sample","Found in Sample: [S12] F1: 131C, Sample","Found in Sample: [S11] F1: 131N, Sample",# Protein Groups,Modifications
FALSE,High,Master Protein,Q9H8M7,Ubiquitin carboxyl-terminal hydrolase MINDY-3 OS=Homo sapiens OX=9606 GN=MINDY3 PE=1 SV=1,0,FALSE,25.482,13,6,14,6,445,49.7,4.77,41.68,6,0,0,5447.8,5805.9,5132,5711.2,5700.9,5196.3,5770.1,5460.6,5555.8,3962.6,3969.4,2725.9,2754.8,2622,2794.4,2291,2756.6,2617.6,2648.2,2598.6,3785.1,3969.4,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q5TBB1,Ribonuclease H2 subunit B OS=Homo sapiens OX=9606 GN=RNASEH2B PE=1 SV=1,0,FALSE,25.434,24,8,12,8,312,35.1,9.13,25.06,8,0,0,3313.4,3286.5,3556.8,3320.3,3598.9,3672.3,3616.8,2788.3,3330.2,9611.5,9700,1657.9,1559.4,1817.2,1624.6,1446.3,1948.1,1640.7,1352.2,1557.7,9181,9700,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9UL15,BAG family molecular chaperone regulator 5 OS=Homo sapiens OX=9606 GN=BAG5 PE=1 SV=1,0,FALSE,25.411,17,6,8,6,447,51.2,6.05,23.11,6,0,0,2470.3,2701.1,2253.3,2245,2842.7,2666,2707.3,2791.3,2410.5,3090,2969.1,1236,1281.6,1151.2,1098.4,1142.4,1414.3,1228.2,1353.7,1127.5,2951.7,2969.1,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q8NG31,Kinetochore scaffold 1 OS=Homo sapiens OX=9606 GN=KNL1 PE=1 SV=3,0,FALSE,25.394,4,9,10,9,2342,265.2,5.47,17,9,0,0,2113.7,1903.5,1722.8,1839.6,1881.3,1960,1818.4,1779.5,1875.5,3761,3840,1057.6,903.2,880.2,900.1,756,1039.8,824.9,863,877.2,3592.5,3840,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q969T9,WW domain-binding protein 2 OS=Homo sapiens OX=9606 GN=WBP2 PE=1 SV=1,0,FALSE,25.372,15,5,7,5,261,28.1,5.91,20.88,5,0,0,2015.6,1994.1,1932.9,2026.4,1947,1889.7,1852,2011.3,2160.2,1213.3,1291,1008.5,946.2,987.5,991.5,782.4,1002.5,840.2,975.4,1010.4,1158.9,1291,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9UBR2,Cathepsin Z OS=Homo sapiens OX=9606 GN=CTSZ PE=1 SV=1,0,FALSE,25.332,16,5,6,5,303,33.8,7.11,19.46,5,0,0,4255.3,4506.1,4389,4587.3,4792.4,4330.8,4677.5,4116.9,4397.5,3994.1,4175.9,2129.2,2138.1,2242.4,2244.5,1925.9,2297.5,2122,1996.5,2056.9,3815.3,4175.9,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P27448,MAP/microtubule affinity-regulating kinase 3 OS=Homo sapiens OX=9606 GN=MARK3 PE=1 SV=5,0,FALSE,25.326,11,6,6,4,753,84.4,9.57,21.92,6,0,0,586.7,589.7,526,596.4,574.3,548.6,584,536.7,642.3,765.3,770.4,293.5,279.8,268.7,291.8,230.8,291.1,264.9,260.3,300.4,731,770.4,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q92766,Ras-responsive element-binding protein 1 OS=Homo sapiens OX=9606 GN=RREB1 PE=1 SV=3,0,FALSE,25.32,5,8,9,7,1687,181.3,6.98,19.97,8,0,1,1710.1,1533.6,1588.1,1462.1,1567.4,1619.1,1485.6,1547.5,1559.3,1721.9,1750.1,855.6,727.7,811.4,715.4,629.9,859,673.9,750.5,729.3,1644.8,1750.1,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9Y605,MORF4 family-associated protein 1 OS=Homo sapiens OX=9606 GN=MRFAP1 PE=1 SV=1,0,FALSE,25.297,36,3,5,3,127,14.6,4.7,18.79,3,0,0,1561.5,1569.1,1572.6,1418.8,1756.7,1630.7,1588.7,1641.1,1596.2,1493.6,1458.9,781.3,744.5,803.4,694.2,706,865.1,720.7,795.9,746.6,1426.7,1458.9,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9Y2X3,Nucleolar protein 58 OS=Homo sapiens OX=9606 GN=NOP58 PE=1 SV=1,0,FALSE,25.288,12,5,6,5,529,59.5,8.92,18.84,5,0,0,1268.8,1154.2,1180,1190.2,1178,1246.3,1103.6,1049.1,1126.5,3109.9,3185.6,634.8,547.7,602.9,582.4,473.4,661.2,500.6,508.8,526.9,2970.7,3185.6,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9Y2Q9,"28S ribosomal protein S28, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS28 PE=1 SV=1",0,FALSE,25.265,40,9,18,9,187,20.8,9.1,33.96,9,0,0,7487.7,7226.9,7747.2,7288.2,7349.6,7492.1,7202.2,7683.8,7886.5,6368.4,6193.3,3746.5,3429.1,3958.1,3566,2953.6,3974.5,3267.3,3726.3,3688.8,6083.2,6193.3,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q13356,RING-type E3 ubiquitin-protein ligase PPIL2 OS=Homo sapiens OX=9606 GN=PPIL2 PE=1 SV=1,0,FALSE,25.252,17,7,10,6,520,58.8,8.78,27.7,7,0,0,2175,2031.1,1805.4,1853.8,2033.6,1941.4,1872.8,1434.7,1892.9,5977.2,6036.4,1088.3,963.8,922.4,907,817.2,1029.9,849.6,695.8,885.4,5709.5,6036.4,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q01081,Splicing factor U2AF 35 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF1 PE=1 SV=3,0,FALSE,25.234,23,5,13,5,240,27.9,8.81,40.85,5,0,0,2621.4,2437,2419.8,2385.1,2536.5,2629.4,2463.2,1799.1,2607.8,9018.8,9033.4,1311.7,1156.3,1236.3,1167,1019.3,1394.9,1117.4,872.5,1219.7,8614.9,9033.4,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,E9PRG8,Uncharacterized protein C11orf98 OS=Homo sapiens OX=9606 GN=C11orf98 PE=4 SV=2,0,FALSE,25.233,30,4,9,4,123,14.2,11.53,23.38,4,0,0,5869.8,5841,6489.7,6174.5,5890.2,6079.9,5964.4,6558.1,6082.4,3893.3,3873.5,2937,2771.5,3315.6,3021.1,2367.1,3225.4,2705.7,3180.4,2844.9,3718.9,3873.5,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P63172,Dynein light chain Tctex-type 1 OS=Homo sapiens OX=9606 GN=DYNLT1 PE=1 SV=1,0,FALSE,25.196,44,3,3,3,113,12.4,5.08,14.31,3,0,0,1153.2,1150.6,1161.3,1188.4,1293.4,1138,1259.3,1164.3,1189,1873.4,1829.9,577,546,593.3,581.5,519.8,603.7,571.3,564.6,556.1,1789.5,1829.9,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9H0U6,"39S ribosomal protein L18, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL18 PE=1 SV=1",0,FALSE,25.195,34,8,13,8,180,20.6,9.54,26.33,8,0,0,4770.2,4333.7,4479.2,4310.2,4258.1,4719.4,4286.9,4712,4385.3,4428.8,4502.7,2386.8,2056.3,2288.4,2108.9,1711.2,2503.6,1944.7,2285.1,2051.2,4230.4,4502.7,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9BYC8,"39S ribosomal protein L32, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL32 PE=1 SV=1",0,FALSE,25.171,29,5,9,5,188,21.4,9.73,22.67,5,0,0,5017.3,4661.3,4853,4837.2,4628.2,4847.1,4495.1,5125.6,4764.3,3253.1,3333.9,2510.5,2211.8,2479.4,2366.7,1859.9,2571.4,2039.2,2485.8,2228.4,3107.4,3333.9,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9BYN8,"28S ribosomal protein S26, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS26 PE=1 SV=1",0,FALSE,25.147,28,7,12,7,205,24.2,10.39,35.18,7,0,0,3520,3452.6,3574.4,3301.8,3589.4,3636.4,3356.8,3729.9,3621.1,5519,5472.8,1761.3,1638.3,1826.2,1615.5,1442.5,1929.1,1522.8,1808.9,1693.7,5271.8,5472.8,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q86X27,Ras-specific guanine nucleotide-releasing factor RalGPS2 OS=Homo sapiens OX=9606 GN=RALGPS2 PE=1 SV=1,0,FALSE,25.143,15,9,11,9,583,65.1,8.73,26.85,9,0,0,3235.3,3254.6,3159.4,3144.7,3176,3159,3079.1,3279.3,3155.1,3521.3,3659.2,1618.8,1544.3,1614.2,1538.7,1276.3,1675.8,1396.8,1590.3,1475.8,3363.6,3659.2,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,O75191,Xylulose kinase OS=Homo sapiens OX=9606 GN=XYLB PE=1 SV=3,0,FALSE,25.123,15,6,8,6,536,58.3,5.86,25.28,6,0,0,2081.7,2126.8,2249.8,2123.8,2379.2,2278.5,2189.7,2126.6,2343.5,3972.2,3857,1041.6,1009.2,1149.4,1039.1,956.1,1208.7,993.4,1031.3,1096.2,3794.3,3857,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P54803,Galactocerebrosidase OS=Homo sapiens OX=9606 GN=GALC PE=1 SV=3,0,FALSE,25.109,9,5,6,5,685,77,6.64,13.37,5,0,0,2085.6,2103.4,2057.6,2059.3,2063.6,2090.6,2083.3,1878.9,2029.8,3197.1,3115.5,1043.5,998,1051.3,1007.6,829.3,1109.1,945.1,911.2,949.4,3053.9,3115.5,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P14923,Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3,0,FALSE,25.08,10,6,9,6,745,81.7,6.14,21.69,6,0,0,2205.5,4436.1,2189.4,4003.4,2390.3,2059.9,2244.1,2008.6,2036.8,2437.4,2648,1103.6,2104.9,1118.6,1958.8,960.6,1092.7,1018,974.1,952.7,2328.2,2648,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P11498,"Pyruvate carboxylase, mitochondrial OS=Homo sapiens OX=9606 GN=PC PE=1 SV=2",0,FALSE,25.058,6,5,5,5,1178,129.6,6.84,12.8,5,0,0,1303,1190.7,1086.4,1148.5,1155.1,1220.7,1112.6,1141,1159.6,2026,1930.1,652,565,555,561.9,464.2,647.6,504.7,553.3,542.4,1935.3,1930.1,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A6NGB9,WAS/WASL-interacting protein family member 3 OS=Homo sapiens OX=9606 GN=WIPF3 PE=1 SV=4,0,FALSE,25.016,14,6,7,6,483,49.4,10.15,22.38,6,0,0,1702.3,1715,1676.6,1562.5,1675.9,1684.2,1565,1672.9,1788.3,2039.9,2142.7,851.8,813.7,856.6,764.5,673.5,893.5,710,811.3,836.4,1948.6,2142.7,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,O96017,Serine/threonine-protein kinase Chk2 OS=Homo sapiens OX=9606 GN=CHEK2 PE=1 SV=1,0,FALSE,24.964,14,7,9,7,543,60.9,5.91,25.83,7,0,0,4105,3945.5,4113.7,3992.2,4048.1,4251.1,3847.2,3915.4,3933.9,6216.2,6025.3,2054,1872.1,2101.7,1953.3,1626.8,2255.2,1745.3,1898.8,1840,5937.8,6025.3,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9NQZ5,"StAR-related lipid transfer protein 7, mitochondrial OS=Homo sapiens OX=9606 GN=STARD7 PE=1 SV=2",0,FALSE,24.905,18,5,7,5,370,43.1,8.95,17.33,5,0,0,3100.2,3120.1,3140.2,2964.4,3267.4,3710.2,3552.1,3530.6,3402.5,5008.9,4971,1551.2,1480.5,1604.3,1450.4,1313,1968.3,1611.4,1712.2,1591.5,4784.5,4971,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q7Z417,Nuclear fragile X mental retardation-interacting protein 2 OS=Homo sapiens OX=9606 GN=NUFIP2 PE=1 SV=1,0,FALSE,24.893,9,5,6,5,695,76.1,8.7,13.53,5,0,0,1052.3,989.2,932.9,912,925,941.7,876.1,842.2,965,1184.5,1230,526.5,469.4,476.6,446.2,371.7,499.6,397.4,408.4,451.3,1131.4,1230,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9NVS2,"39S ribosomal protein S18a, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS18A PE=1 SV=1",0,FALSE,24.883,30,8,12,8,196,22.2,10.33,27.07,8,0,0,9169.6,8141.8,8326.8,7652.5,7353.3,7668.1,6857.2,7693.5,7548.2,8521.5,8605.8,4588.1,3863.2,4254.2,3744.2,2955.1,4067.9,3110.7,3731.1,3530.5,8139.9,8605.8,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q8WVC0,RNA polymerase-associated protein LEO1 OS=Homo sapiens OX=9606 GN=LEO1 PE=1 SV=1,0,FALSE,24.874,10,5,7,5,666,75.4,4.51,18.43,5,0,0,1636.8,1528.3,1460.9,1426.5,1538.2,1577.3,1418.1,1604.7,1404.9,1208.2,1182.2,819,725.2,746.4,697.9,618.2,836.8,643.3,778.2,657.1,1154,1182.2,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9NU22,Midasin OS=Homo sapiens OX=9606 GN=MDN1 PE=1 SV=2,0,FALSE,24.857,1,7,9,7,5596,632.4,5.68,24.96,7,0,0,845.3,822,816.4,775.6,875.3,869.5,763.7,665.9,792.8,2170.1,2204.9,423,390.1,417.1,379.5,351.7,461.3,346.4,322.9,370.8,2072.9,2204.9,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q5R372,Rab GTPase-activating protein 1-like OS=Homo sapiens OX=9606 GN=RABGAP1L PE=1 SV=1,0,FALSE,24.761,8,6,6,5,815,92.5,5.31,18.4,6,0,0,2214.4,2193.3,1920.1,1954.1,2094.6,2136.2,2023.4,2027.3,1951.3,2004.2,1948.8,1108,1040.7,981,956.1,841.7,1133.3,917.9,983.2,912.7,1914.4,1948.8,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9GZT4,Serine racemase OS=Homo sapiens OX=9606 GN=SRR PE=1 SV=1,0,FALSE,24.759,27,7,7,7,340,36.5,6.54,20.75,7,0,0,3467,3477.8,3383,3340.9,3470.7,3507.2,3319.9,3534.5,3558.3,3639.7,3645.7,1734.8,1650.2,1728.4,1634.7,1394.8,1860.6,1506,1714.1,1664.3,3476.7,3645.7,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0JNW5,UHRF1-binding protein 1-like OS=Homo sapiens OX=9606 GN=UHRF1BP1L PE=1 SV=2,0,FALSE,24.719,6,9,9,8,1464,164.1,6.32,23.01,9,0,1,2573.1,2713.5,2278.8,2190,2713.5,2556.8,2506.5,2497.3,2346.7,4138.7,3529.9,1287.5,1287.5,1164.2,1071.5,1090.5,1356.4,1137.1,1211.1,1097.6,3953.4,3529.9,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,O43290,U4/U6.U5 tri-snRNP-associated protein 1 OS=Homo sapiens OX=9606 GN=SART1 PE=1 SV=1,0,FALSE,24.717,9,6,6,6,800,90.2,6.13,16.19,6,0,0,1541.5,1580.5,1497.3,1456.6,1562.5,1456.2,1491.6,1429.7,1493.7,2402.8,2497.7,771.3,749.9,765,712.7,627.9,772.5,676.7,693.3,698.7,2295.2,2497.7,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q96EY4,Translation machinery-associated protein 16 OS=Homo sapiens OX=9606 GN=TMA16 PE=1 SV=2,0,FALSE,24.715,34,7,10,7,203,23.8,9.26,30.82,7,0,0,5868,5939.5,5231.2,4991.5,5791.3,5755.4,5490.5,5596.5,5137.5,6946.3,7063.7,2936.1,2818.3,2672.6,2442.2,2327.3,3053.2,2490.8,2714.1,2403,6635.2,7063.7,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q92879,CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=2,0,FALSE,24.655,13,6,7,4,486,52,8.46,11.38,6,0,0,1881.6,1844.8,1847.3,1854.4,1908.5,1876.7,1722.3,1672.5,1967.2,3785.4,3806.2,941.5,875.4,943.8,907.3,767,995.6,781.3,811.1,920.1,3615.8,3806.2,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q6NXR4,TELO2-interacting protein 2 OS=Homo sapiens OX=9606 GN=TTI2 PE=1 SV=1,0,FALSE,24.643,15,7,7,7,508,56.9,7.09,19.82,7,0,0,1541.3,1435.5,1590.4,1392.4,1479.5,1516.6,1337.6,1252.2,1421.4,3373.2,3258.1,771.2,681.1,812.5,681.3,594.5,804.6,606.8,607.3,664.9,3222.2,3258.1,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,O00399,Dynactin subunit 6 OS=Homo sapiens OX=9606 GN=DCTN6 PE=1 SV=1,0,FALSE,24.613,35,6,8,6,190,20.7,6.32,25.74,6,0,0,5270.8,5722.5,5371.4,5361.8,5623.1,5498.3,5246.9,5474.6,5560.4,4390.7,4625.8,2637.3,2715.3,2744.3,2623.4,2259.8,2916.8,2380.2,2655,2600.8,4194,4625.8,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q96SY0,Integrator complex subunit 14 OS=Homo sapiens OX=9606 GN=INTS14 PE=1 SV=2,0,FALSE,24.601,11,5,10,5,518,57.4,5.12,29.93,5,0,0,2799.6,2950.9,2547.6,2650.1,2988.3,2849.5,3098,2636.4,2602.2,4500.5,4475.3,1400.8,1400.2,1301.6,1296.6,1200.9,1511.6,1405.4,1278.6,1217.2,4298.9,4475.3,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9BSV6,tRNA-splicing endonuclease subunit Sen34 OS=Homo sapiens OX=9606 GN=TSEN34 PE=1 SV=1,0,FALSE,24.582,24,8,11,8,310,33.6,8.43,23.06,8,0,0,3341.9,3221.2,2855.6,2795.6,3097.4,3155.3,2988,3016.8,2923.8,4558.3,4497.5,1672.2,1528.4,1458.9,1367.8,1244.8,1673.9,1355.5,1463.1,1367.6,4354.2,4497.5,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P18859,"ATP synthase-coupling factor 6, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PF PE=1 SV=1",0,FALSE,24.575,44,3,5,3,108,12.6,9.52,16.52,3,0,0,2067.5,2292.8,2208.6,2321.2,2388.7,2165.5,2850.2,2489.5,2467.2,1834.3,1637.6,1034.5,1087.9,1128.4,1135.7,959.9,1148.8,1293,1207.3,1154,1752.1,1637.6,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P07948,Tyrosine-protein kinase Lyn OS=Homo sapiens OX=9606 GN=LYN PE=1 SV=3,0,FALSE,24.569,12,6,6,2,512,58.5,7.11,17.19,6,0,3,1329.2,1246.1,1323.1,1390.1,1324.4,1370.8,1264.5,1284,1380.3,1973.1,1869.6,665.1,591.3,676,680.2,532.2,727.2,573.6,622.7,645.6,1884.7,1869.6,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,O94967,WD repeat-containing protein 47 OS=Homo sapiens OX=9606 GN=WDR47 PE=1 SV=1,0,FALSE,24.568,7,5,5,5,919,101.9,5.94,17.1,5,0,0,1465.5,1493.4,1522.8,1458.8,1434.6,1504.1,1431.5,1465,1436.9,1116.6,1109.4,733.3,708.6,778,713.8,576.5,797.9,649.4,710.5,672.1,1066.6,1109.4,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9NUQ3,Gamma-taxilin OS=Homo sapiens OX=9606 GN=TXLNG PE=1 SV=2,0,FALSE,24.491,15,9,12,6,528,60.5,7.52,27.12,9,0,0,1268.3,1328.3,1146.1,1132,1313.9,1290.8,1279,1255.4,1169.1,2023.3,2059.2,634.6,630.3,585.6,553.9,528,684.8,580.2,608.8,546.8,1932.6,2059.2,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9UBF8,Phosphatidylinositol 4-kinase beta OS=Homo sapiens OX=9606 GN=PI4KB PE=1 SV=1,0,FALSE,24.477,8,5,5,5,816,91.3,6.25,16.96,5,0,0,544.3,617.6,656.3,566.6,654.3,641.7,598.5,670.7,662.3,751,717.4,272.3,293,335.3,277.2,262.9,340.4,271.5,325.3,309.8,717.4,717.4,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P49914,5-formyltetrahydrofolate cyclo-ligase OS=Homo sapiens OX=9606 GN=MTHFS PE=1 SV=2,0,FALSE,24.458,35,6,9,6,203,23.2,7.88,30.09,6,0,0,3222.5,3288.6,4811.3,4571.6,3533,3544.6,3525.3,2654.2,4638.5,11091,10487.3,1612.4,1560.4,2458.1,2236.8,1419.8,1880.4,1599.2,1287.2,2169.6,10594.3,10487.3,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q7KZI7,Serine/threonine-protein kinase MARK2 OS=Homo sapiens OX=9606 GN=MARK2 PE=1 SV=2,0,FALSE,24.449,9,6,6,4,788,87.9,9.72,18.37,6,0,2,1089,1070.5,983.4,1046.8,1113.7,1088.2,1079.9,658.3,984.9,4419.4,4326.8,544.9,508,502.4,512.2,447.5,577.3,489.9,319.3,460.7,4221.4,4326.8,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P13716,Delta-aminolevulinic acid dehydratase OS=Homo sapiens OX=9606 GN=ALAD PE=1 SV=1,0,FALSE,24.39,19,5,5,5,330,36.3,6.79,15.52,5,0,0,2228.4,2115.6,2121.9,2028.9,2021,2132.4,1847.1,2165.3,2234.3,1375.2,1449.1,1115,1003.8,1084.1,992.7,812.2,1131.2,837.9,1050.1,1045,1313.6,1449.1,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,O95455,"dTDP-D-glucose 4,6-dehydratase OS=Homo sapiens OX=9606 GN=TGDS PE=1 SV=1",0,FALSE,24.385,24,7,8,7,350,40.2,6.6,22.87,7,0,0,2544.4,2649,2482.5,2637.4,2578.3,2545.8,2606.5,2591.6,2644,1857,1966.3,1273.1,1257,1268.3,1290.4,1036.1,1350.5,1182.4,1256.8,1236.7,1773.9,1966.3,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P62312,U6 snRNA-associated Sm-like protein LSm6 OS=Homo sapiens OX=9606 GN=LSM6 PE=1 SV=1,0,FALSE,24.371,59,7,16,7,80,9.1,9.58,41.41,7,0,0,10452.8,9944.8,10056.8,10622.2,9279.7,9892.8,9890.1,10149.2,10153.5,5467.6,5619,5230.2,4718.7,5138.1,5197.3,3729.2,5248.1,4486.6,4922,4749.2,5222.7,5619,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9UPY8,Microtubule-associated protein RP/EB family member 3 OS=Homo sapiens OX=9606 GN=MAPRE3 PE=1 SV=1,0,FALSE,24.323,22,7,10,4,281,32,5.54,20.53,7,0,2,2275.5,2287,2125.6,2195.1,2471.2,2254.3,2343.4,2014.8,2228.9,4243.4,4301.2,1138.6,1085.2,1086,1074,993.1,1195.9,1063.1,977.1,1042.5,4053.4,4301.2,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A4D126,D-ribitol-5-phosphate cytidylyltransferase OS=Homo sapiens OX=9606 GN=CRPPA PE=1 SV=2,0,FALSE,24.29,15,7,10,7,451,49.8,6.25,26.64,7,0,0,5314.1,5441.8,5327.9,5488.3,5439.7,5426.8,5435.3,5654.8,5357.6,4798.5,4665.9,2659,2582.1,2722.1,2685.3,2186,2878.9,2465.7,2742.4,2505.9,4583.6,4665.9,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q86SZ2,Trafficking protein particle complex subunit 6B OS=Homo sapiens OX=9606 GN=TRAPPC6B PE=1 SV=1,0,FALSE,24.266,44,7,9,7,158,18,8.68,24.43,7,0,0,7339.3,7211.9,7820.1,7467.5,7230.4,7073.4,7523.2,7401,7456.5,5737.5,5728.7,3672.3,3422,3995.3,3653.7,2905.7,3752.4,3412.9,3589.2,3487.7,5480.5,5728.7,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q8TBB5,Kelch domain-containing protein 4 OS=Homo sapiens OX=9606 GN=KLHDC4 PE=1 SV=1,0,FALSE,24.264,14,7,7,7,520,57.9,5.72,18.51,7,0,0,1697.9,1644.1,1516.5,1567.9,1611.2,1780.1,1555.3,1316.7,1630.6,4932.6,4874.7,849.6,780.1,774.8,767.1,647.5,944.3,705.6,638.6,762.7,4711.7,4874.7,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q2KHT3,Protein CLEC16A OS=Homo sapiens OX=9606 GN=CLEC16A PE=1 SV=2,0,FALSE,24.263,5,6,11,6,1053,117.6,5.86,27.72,6,0,0,3506,3364.6,3269.7,3268.8,3310.7,3251,3301.3,3473.3,3378.5,2959.7,2987.7,1754.3,1596.5,1670.5,1599.4,1330.5,1724.6,1497.6,1684.4,1580.2,2827.2,2987.7,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9NW68,BSD domain-containing protein 1 OS=Homo sapiens OX=9606 GN=BSDC1 PE=1 SV=1,0,FALSE,24.26,14,5,9,5,430,47.1,4.49,27.47,5,0,0,2062.5,2141,2092.4,2343.1,2160.3,2086,2164.1,2095.5,2189,1781,1792.5,1032,1015.9,1069,1146.4,868.2,1106.6,981.7,1016.3,1023.9,1701.2,1792.5,High,High,High,High,High,High,High,High,High,High,High,1,
