Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Protein Pathway Groups,# Razor Peptides,"Abundances (Normalized): F7: 126, Sample","Abundances (Normalized): F7: 127N, Sample","Abundances (Normalized): F7: 127C, Sample","Abundances (Normalized): F7: 128N, Sample","Abundances (Normalized): F7: 128C, Sample","Abundances (Normalized): F7: 129N, Sample","Abundances (Normalized): F7: 129C, Sample","Abundances (Normalized): F7: 130N, Sample","Abundances (Normalized): F7: 130C, Sample","Abundances (Normalized): F7: 131N, Sample","Abundances (Normalized): F7: 131C, Sample","Abundance: F7: 126, Sample","Abundance: F7: 127N, Sample","Abundance: F7: 127C, Sample","Abundance: F7: 128N, Sample","Abundance: F7: 128C, Sample","Abundance: F7: 129N, Sample","Abundance: F7: 129C, Sample","Abundance: F7: 130N, Sample","Abundance: F7: 130C, Sample","Abundance: F7: 131N, Sample","Abundance: F7: 131C, Sample","Found in Sample: [S67] F7: 126, Sample","Found in Sample: [S69] F7: 127C, Sample","Found in Sample: [S68] F7: 127N, Sample","Found in Sample: [S71] F7: 128C, Sample","Found in Sample: [S70] F7: 128N, Sample","Found in Sample: [S73] F7: 129C, Sample","Found in Sample: [S72] F7: 129N, Sample","Found in Sample: [S75] F7: 130C, Sample","Found in Sample: [S74] F7: 130N, Sample","Found in Sample: [S77] F7: 131C, Sample","Found in Sample: [S76] F7: 131N, Sample",# Protein Groups
FALSE,High,Master Protein,Q8TAQ2,SWI/SNF complex subunit SMARCC2 OS=Homo sapiens OX=9606 GN=SMARCC2 PE=1 SV=1,0,FALSE,33.418,10,10,12,6,1214,132.8,5.69,35.13,10,0,4,907.8,872.4,825.8,905.5,894.6,905.8,867.3,768.1,890.9,1779,1725.7,388.4,709.1,690,843.9,678.8,751.7,659,554.1,699.7,1779,1472.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q7Z422,SUZ domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SZRD1 PE=1 SV=1,0,FALSE,33.396,43,6,10,6,152,17,8.95,36.28,6,0,0,1579.6,1335.1,1253.4,1247,999.1,1395.9,1329.8,1345.7,1321,755.6,758.6,675.7,1085.2,1047.3,1162.2,758.1,1158.5,1010.3,970.7,1037.5,755.6,647.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q8N9N8,Probable RNA-binding protein EIF1AD OS=Homo sapiens OX=9606 GN=EIF1AD PE=1 SV=1,0,FALSE,33.342,52,7,14,7,165,19,5.21,42.82,7,0,0,2038.6,1710.2,1673.5,1664.7,1515.1,1898.4,1825.7,1802.7,1594.6,1112.3,1045.2,872.1,1390.2,1398.3,1551.4,1149.6,1575.5,1387.1,1300.4,1252.3,1112.3,891.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9Y296,Trafficking protein particle complex subunit 4 OS=Homo sapiens OX=9606 GN=TRAPPC4 PE=1 SV=1,0,FALSE,33.258,41,8,10,8,219,24.3,6.21,29.53,8,0,0,1824.6,1778.7,1758.6,1770.9,1869.7,1663.4,1731,1709.2,1748.4,2608.5,2563,780.5,1445.8,1469.4,1650.4,1418.6,1380.5,1315.2,1232.9,1373.1,2608.5,2186.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9BQ67,Glutamate-rich WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=GRWD1 PE=1 SV=1,0,FALSE,33.226,18,5,6,5,446,49.4,4.92,21.74,5,0,0,342.6,310.4,290.2,313.1,268.8,303.6,315.1,285.1,326.9,313.9,307.1,146.6,252.3,242.5,291.8,203.9,251.9,239.4,205.7,256.7,313.9,262,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q92995,Ubiquitin carboxyl-terminal hydrolase 13 OS=Homo sapiens OX=9606 GN=USP13 PE=1 SV=2,0,FALSE,33.22,10,10,11,8,863,97.3,5.53,29.26,10,0,0,773.8,739.1,683.6,755.1,716.8,809.5,723.9,632.1,769.9,1621.7,1787.8,331,600.8,571.2,703.7,543.8,671.8,550,455.9,604.6,1621.7,1525.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O95352,Ubiquitin-like modifier-activating enzyme ATG7 OS=Homo sapiens OX=9606 GN=ATG7 PE=1 SV=1,0,FALSE,33.19,14,10,10,10,703,77.9,6.24,26.59,10,0,0,1227.9,1176.2,1110.5,1415.1,1112.8,1198.7,1138.9,926.7,1156.6,3415.2,3179.3,525.3,956.1,927.9,1318.8,844.3,994.8,865.4,668.5,908.3,3415.2,2712.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q04837,"Single-stranded DNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SSBP1 PE=1 SV=1",0,FALSE,33.172,50,8,15,8,148,17.2,9.6,55.31,8,0,0,3417.2,3833.2,3782.8,3734.7,3877.4,3719.9,4241.5,4248.8,3821.2,2984,2806.1,1461.9,3115.8,3160.7,3480.6,2941.9,3087.2,3222.7,3064.8,3000.9,2984,2394.1,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q99956,Dual specificity protein phosphatase 9 OS=Homo sapiens OX=9606 GN=DUSP9 PE=1 SV=1,0,FALSE,33.144,16,5,9,5,384,41.8,6.11,26.38,5,0,0,872.3,806.1,805,945.3,816.9,892.7,853,695.6,883.2,2794.1,2789.5,373.2,655.2,672.6,881,619.8,740.9,648.1,501.8,693.6,2794.1,2379.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P56645,Period circadian protein homolog 3 OS=Homo sapiens OX=9606 GN=PER3 PE=1 SV=4,0,FALSE,33.139,6,5,9,5,1201,131.8,6.89,42.6,5,0,0,1438.8,1301.6,1288,1263.7,1280.8,1302.4,1344.8,1327.7,1387.7,795.8,827.9,615.5,1058,1076.2,1177.7,971.8,1080.9,1021.8,957.7,1089.8,795.8,706.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q6P1K2,Polyamine-modulated factor 1 OS=Homo sapiens OX=9606 GN=PMF1 PE=1 SV=2,0,FALSE,33.137,46,7,9,7,205,23.3,5.49,30.34,7,0,0,1756.8,1636.1,1525.1,1658.7,1521.8,1616.9,1643.7,1614.2,1707.5,1443.1,1496.7,751.5,1329.9,1274.3,1545.9,1154.6,1341.9,1248.9,1164.4,1341,1443.1,1276.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P04114,Apolipoprotein B-100 OS=Homo sapiens OX=9606 GN=APOB PE=1 SV=2,0,FALSE,33.105,2,10,15,9,4563,515.3,7.05,44.67,10,0,1,7692.9,7155.8,6978.9,6825.7,7259.1,6497.7,6856.6,6866.9,7508.8,5202.8,5647.6,3291,5816.6,5831.3,6361.3,5507.7,5392.6,5209.6,4953.4,5896.9,5202.8,4818.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O75794,Cell division cycle protein 123 homolog OS=Homo sapiens OX=9606 GN=CDC123 PE=1 SV=1,0,FALSE,33.096,30,10,10,10,336,39.1,4.81,26.55,10,0,0,1256.1,1532.6,1472,1588.8,1452.1,1558.1,1394.6,1341.3,1503.3,2954.7,2897.1,537.4,1245.7,1229.9,1480.7,1101.8,1293.1,1059.6,967.5,1180.6,2954.7,2471.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q8NCC3,Phospholipase A2 group XV OS=Homo sapiens OX=9606 GN=PLA2G15 PE=1 SV=2,0,FALSE,33.064,22,7,9,7,412,46.6,6.73,33.42,7,0,0,854,999.5,941.5,876.7,948.2,930.3,988.7,1069.3,1034.6,561.3,581.1,365.3,812.4,786.7,817.1,719.5,772.1,751.2,771.3,812.5,561.3,495.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P38159,"RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=3",0,FALSE,33.056,27,11,13,11,391,42.3,10.05,30.95,11,0,0,2173,1903.6,1771.4,1905.4,1788,1981.5,1784.9,1772.2,2076.6,3610.9,3543.6,929.6,1547.3,1480.1,1775.8,1356.6,1644.5,1356.1,1278.4,1630.9,3610.9,3023.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O43665,Regulator of G-protein signaling 10 OS=Homo sapiens OX=9606 GN=RGS10 PE=1 SV=3,0,FALSE,33.019,43,6,11,6,181,21.2,7.49,43.36,6,0,0,1591.3,1752.8,1812.1,1976.8,1776.8,1852.7,1909.9,2167.2,2162.6,1338,1395.3,680.7,1424.8,1514.1,1842.4,1348.1,1537.6,1451.1,1563.3,1698.4,1338,1190.4,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q7Z7A3,Cytoplasmic tRNA 2-thiolation protein 1 OS=Homo sapiens OX=9606 GN=CTU1 PE=1 SV=1,0,FALSE,33.017,28,7,9,7,348,36.4,9.2,30.95,7,0,0,923,838.4,833.3,915,757.7,869.9,817.6,836.7,799.2,933.7,919.8,394.9,681.5,696.3,852.7,574.9,721.9,621.2,603.5,627.6,933.7,784.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P20340,Ras-related protein Rab-6A OS=Homo sapiens OX=9606 GN=RAB6A PE=1 SV=3,0,FALSE,32.945,35,7,11,6,208,23.6,5.54,28.24,7,0,0,1465.6,1261.2,1227.8,1323.3,1221.6,1255.4,1359.4,1378.6,1335.8,997.1,975.4,627,1025.2,1025.9,1233.3,926.9,1041.9,1032.8,994.4,1049.1,997.1,832.1,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P07711,Procathepsin L OS=Homo sapiens OX=9606 GN=CTSL PE=1 SV=2,0,FALSE,32.939,21,8,16,8,333,37.5,5.45,49.31,8,0,0,5051.4,3586.6,3441.2,3496.7,3324.9,3525.1,3199.7,3637.7,3499,2395.9,2437.1,2160.9,2915.3,2875.3,3258.8,2522.7,2925.6,2431.1,2624,2747.9,2395.9,2079.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q8TAC1,Rieske domain-containing protein OS=Homo sapiens OX=9606 GN=RFESD PE=1 SV=1,0,FALSE,32.911,37,6,12,6,157,17.8,6.86,34.74,6,0,0,1694.1,1473,1467.6,1446.4,1309.4,1519.2,1579.9,1507.6,1603.7,1122,1271,724.7,1197.3,1226.3,1348,993.5,1260.9,1200.4,1087.5,1259.5,1122,1084.4,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P25325,3-mercaptopyruvate sulfurtransferase OS=Homo sapiens OX=9606 GN=MPST PE=1 SV=3,0,FALSE,32.907,29,8,12,8,297,33.2,6.6,36.11,8,0,0,1489.2,1484.3,1399.5,1690.4,1647.4,1568.5,1677.2,1019.9,1421,6255.5,6409.1,637.1,1206.5,1169.4,1575.4,1249.9,1301.8,1274.3,735.7,1116,6255.5,5467.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P50747,Biotin--protein ligase OS=Homo sapiens OX=9606 GN=HLCS PE=1 SV=1,0,FALSE,32.884,14,9,12,9,726,80.7,5.62,30.11,9,0,0,1920.3,1742.4,1722.5,1760.5,1863,1698.6,1701,1734.9,1746,2095,2134,821.5,1416.3,1439.3,1640.7,1413.6,1409.7,1292.4,1251.4,1371.2,2095,1820.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q86U70,LIM domain-binding protein 1 OS=Homo sapiens OX=9606 GN=LDB1 PE=1 SV=2,0,FALSE,32.869,21,7,16,7,411,46.5,6.96,52.25,7,0,0,2058.5,1767,1857.9,1861.2,1695.9,1823.6,1861.3,1802.1,1831.6,1526.8,1467.6,880.6,1436.3,1552.4,1734.6,1286.7,1513.4,1414.2,1299.9,1438.4,1526.8,1252.1,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q8N5M1,ATP synthase mitochondrial F1 complex assembly factor 2 OS=Homo sapiens OX=9606 GN=ATPAF2 PE=1 SV=1,0,FALSE,32.823,27,6,12,6,289,32.8,7.09,43.5,6,0,0,2473,2621,2643.8,2521.7,2841.4,2340.2,2575.5,2676.7,2638.5,1946.1,1971.6,1057.9,2130.5,2209.1,2350.1,2155.9,1942.2,1956.9,1930.8,2072.1,1946.1,1682.1,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q96C90,Protein phosphatase 1 regulatory subunit 14B OS=Homo sapiens OX=9606 GN=PPP1R14B PE=1 SV=3,0,FALSE,32.798,22,3,10,3,147,15.9,4.86,58.77,3,0,0,709.8,567.9,604.2,570.7,621.7,613.7,536.6,647.1,630.1,289,336.3,303.7,461.7,504.8,531.8,471.7,509.4,407.7,466.8,494.8,289,286.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P23786,"Carnitine O-palmitoyltransferase 2, mitochondrial OS=Homo sapiens OX=9606 GN=CPT2 PE=1 SV=2",0,FALSE,32.75,16,9,10,9,658,73.7,8.18,24.15,9,0,0,973.7,808.3,851.9,822.5,831.1,742.4,736.3,583.6,743.3,2498.5,2474.4,416.6,657,711.8,766.6,630.6,616.1,559.4,421,583.7,2498.5,2111,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q8IZ07,Ankyrin repeat domain-containing protein 13A OS=Homo sapiens OX=9606 GN=ANKRD13A PE=1 SV=3,0,FALSE,32.713,18,7,7,7,590,67.6,5.02,26.27,7,0,0,241.2,214.6,219.2,246.5,253.3,225.4,213,237,247.7,313.1,328.2,103.2,174.5,183.1,229.8,192.2,187.1,161.9,170.9,194.6,313.1,280,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9H3K6,BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2 PE=1 SV=1,0,FALSE,32.713,70,5,23,5,86,10.1,6.52,89.52,5,0,0,3318.6,2703.1,2639.7,2624.9,2615.4,2669.2,2536.4,2752.9,2893.4,1874.6,1978.2,1419.7,2197.2,2205.7,2446.4,1984.4,2215.2,1927.1,1985.7,2272.3,1874.6,1687.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9BVL2,Nucleoporin p58/p45 OS=Homo sapiens OX=9606 GN=NUP58 PE=1 SV=1,0,FALSE,32.701,16,8,10,8,599,60.9,9.33,29.6,8,0,0,1838.4,2023.3,1934.8,2251.1,1990.6,1958,1854.7,1899.5,2159,2006.4,2041.5,786.4,1644.6,1616.7,2097.9,1510.4,1625,1409.2,1370.2,1695.5,2006.4,1741.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P42167,"Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2",0,FALSE,32.655,11,5,10,5,454,50.6,9.38,36.93,5,0,0,1839.2,1536.9,1496.5,1546.9,1476.4,1611.1,1485.3,1611.8,1528.3,1177.2,1129.2,786.8,1249.2,1250.4,1441.7,1120.2,1337.1,1128.5,1162.6,1200.3,1177.2,963.4,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9BZX2,Uridine-cytidine kinase 2 OS=Homo sapiens OX=9606 GN=UCK2 PE=1 SV=1,0,FALSE,32.623,28,6,8,6,261,29.3,6.7,24.24,6,0,0,420.2,392.2,354.5,440.7,386.4,401.7,431.5,291.8,364.5,1550.8,1586.8,179.7,318.8,296.2,410.7,293.2,333.4,327.8,210.5,286.3,1550.8,1353.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9H8Y8,Golgi reassembly-stacking protein 2 OS=Homo sapiens OX=9606 GN=GORASP2 PE=1 SV=3,0,FALSE,32.592,13,5,11,5,452,47.1,4.82,41.92,5,0,0,1036,904.2,846.7,966.1,889.2,942,861.1,923.6,991,1626.9,1822,443.2,735,707.5,900.4,674.6,781.8,654.3,666.3,778.3,1626.9,1554.4,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9BSJ8,Extended synaptotagmin-1 OS=Homo sapiens OX=9606 GN=ESYT1 PE=1 SV=1,0,FALSE,32.55,13,12,13,12,1104,122.8,5.83,25.94,12,0,0,1626.1,1404,1260.5,1429.2,1314.9,1403.7,1308.2,1295.3,1515.4,2532,2536.3,695.6,1141.2,1053.2,1332,997.7,1165,993.9,934.4,1190.1,2532,2163.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O60927,E3 ubiquitin-protein ligase PPP1R11 OS=Homo sapiens OX=9606 GN=PPP1R11 PE=1 SV=1,0,FALSE,32.523,40,4,10,4,126,13.9,7.01,40.77,4,0,0,1420,1411.8,1312.9,1355.2,1238,1274.5,1338.1,1409.7,1296.8,763.3,779.4,607.5,1147.6,1097,1263,939.4,1057.7,1016.7,1016.9,1018.5,763.3,664.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q2TAL8,Glutamine-rich protein 1 OS=Homo sapiens OX=9606 GN=QRICH1 PE=1 SV=1,0,FALSE,32.466,11,8,10,8,776,86.4,5.87,31.24,8,0,0,2320.4,2362.7,2188.8,2414.5,2101.4,2341.5,2252.3,2102.1,2420,4297.8,4176.5,992.7,1920.5,1828.9,2250.2,1594.4,1943.3,1711.3,1516.3,1900.5,4297.8,3563.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q96SU4,Oxysterol-binding protein-related protein 9 OS=Homo sapiens OX=9606 GN=OSBPL9 PE=1 SV=2,0,FALSE,32.458,17,10,10,10,736,83.1,6.18,28.05,10,0,0,917.3,1072.2,1159.4,1170.1,1241.4,1047.1,1080.3,1127.9,1098.6,1580.2,1518.1,392.4,871.5,968.7,1090.5,941.9,869,820.8,813.6,862.8,1580.2,1295.1,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q96EK9,Protein KTI12 homolog OS=Homo sapiens OX=9606 GN=KTI12 PE=1 SV=1,0,FALSE,32.394,23,7,10,7,354,38.6,6.95,23.91,7,0,0,528.8,565.4,636.7,571.6,671.8,567.3,571.7,612.8,562.1,866.3,813.8,226.2,459.6,532,532.7,509.7,470.8,434.4,442.1,441.4,866.3,694.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O75323,Protein NipSnap homolog 2 OS=Homo sapiens OX=9606 GN=NIPSNAP2 PE=1 SV=1,0,FALSE,32.377,25,7,13,6,286,33.7,9.36,44.57,7,0,0,1741.1,1866.5,1858.7,2070.3,1930.6,1998.8,1942.7,1838.1,1831.1,2307.2,2260.6,744.8,1517.2,1553,1929.5,1464.8,1658.8,1476.1,1325.9,1438.1,2307.2,1928.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q96FV2,Secernin-2 OS=Homo sapiens OX=9606 GN=SCRN2 PE=1 SV=3,0,FALSE,32.347,24,7,11,7,425,46.6,5.67,37.06,7,0,0,2113,1898.1,1689.9,1746.9,1816.4,1837.1,1847.7,2160.5,1811.8,1321.7,1326,903.9,1542.8,1412,1628,1378.2,1524.6,1403.8,1558.4,1422.9,1321.7,1131.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q96FX2,DPH3 homolog OS=Homo sapiens OX=9606 GN=DPH3 PE=1 SV=1,0,FALSE,32.343,50,2,5,2,82,9.2,4.09,27.9,2,0,0,882.1,1113.3,1173.1,1083.1,1211,1065,1121.4,1222.2,1159.4,611.9,725.2,377.3,904.9,980.2,1009.4,918.8,883.9,852,881.6,910.5,611.9,618.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9BZG8,2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 OS=Homo sapiens OX=9606 GN=DPH1 PE=1 SV=2,0,FALSE,32.296,21,7,12,7,443,48.8,8.18,40.44,7,0,0,1128.7,1228.1,1200.3,1186.2,1149.6,1260.3,1266.7,1258.1,1214.5,1324.9,1361.9,482.8,998.2,1003,1105.5,872.3,1045.9,962.4,907.5,953.8,1324.9,1161.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q92576,PHD finger protein 3 OS=Homo sapiens OX=9606 GN=PHF3 PE=1 SV=3,0,FALSE,32.264,4,9,10,9,2039,229.3,6.96,17.56,9,0,0,899.2,711.1,744,646.2,694.8,703.2,704.5,735.3,724.1,582.3,666.7,384.7,578,621.7,602.3,527.2,583.6,535.3,530.4,568.7,582.3,568.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q13057,Bifunctional coenzyme A synthase OS=Homo sapiens OX=9606 GN=COASY PE=1 SV=4,0,FALSE,32.21,16,8,11,8,564,62.3,6.99,31.13,8,0,0,468,484.1,484.7,474.9,515.8,479.5,474.5,277.4,420.4,4016,3861.2,200.2,393.5,405,442.6,391.3,398,360.5,200.1,330.2,4016,3294.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q8TBE9,N-acylneuraminate-9-phosphatase OS=Homo sapiens OX=9606 GN=NANP PE=1 SV=1,0,FALSE,32.199,38,9,15,9,248,27.8,6.4,42.82,9,0,0,5382.9,4713.3,4271.9,4262.4,4490.4,4214.1,4488.9,4675.7,4507.7,3268.5,3132.2,2302.7,3831.2,3569.4,3972.4,3407.1,3497.3,3410.6,3372.8,3540.1,3268.5,2672.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P17096,High mobility group protein HMG-I/HMG-Y OS=Homo sapiens OX=9606 GN=HMGA1 PE=1 SV=3,0,FALSE,32.182,37,5,15,5,107,11.7,10.32,46.17,5,0,0,3671,3251.7,2867.3,2734.6,2762.7,2905.9,3150.3,3293.4,3459.1,1806.6,1931.5,1570.4,2643.2,2395.9,2548.6,2096.2,2411.6,2393.6,2375.6,2716.6,1806.6,1647.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q96M27,Protein PRRC1 OS=Homo sapiens OX=9606 GN=PRRC1 PE=1 SV=1,0,FALSE,32.182,22,9,17,9,445,46.7,5.83,56.81,9,0,0,6096.3,4373.9,4597.8,4265.5,4561.1,4567.3,4543,4622.5,4805.1,2878,2930.6,2607.9,3555.4,3841.8,3975.3,3460.7,3790.4,3451.7,3334.4,3773.6,2878,2500.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9UPN7,Serine/threonine-protein phosphatase 6 regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PPP6R1 PE=1 SV=5,0,FALSE,32.163,12,10,16,10,881,96.7,4.55,42.95,10,0,0,2092.7,1743,1583.1,1607.6,1615.5,1610.7,1644,1639.5,1973.8,1961.7,2014.2,895.2,1416.8,1322.8,1498.2,1225.8,1336.7,1249.1,1182.7,1550.1,1961.7,1718.4,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q96EY7,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=PTCD3 PE=1 SV=3",0,FALSE,32.143,14,9,12,9,689,78.5,6.42,39.23,9,0,0,1732.7,1183.4,1050.1,1218.5,1040.6,1197.2,1096,1052,1217.3,1611.1,1630.7,741.2,961.9,877.4,1135.6,789.5,993.6,832.7,758.8,956,1611.1,1391.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O60921,Checkpoint protein HUS1 OS=Homo sapiens OX=9606 GN=HUS1 PE=1 SV=1,0,FALSE,32.141,28,7,12,7,280,31.7,6.84,45.71,7,0,0,2352.1,2224.6,2176.6,2109.3,2106.6,2198.1,2260.1,2128.1,2098.8,1725.6,1654.4,1006.2,1808.3,1818.7,1965.8,1598.4,1824.2,1717.2,1535.1,1648.3,1725.6,1411.4,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9H900,Protein zwilch homolog OS=Homo sapiens OX=9606 GN=ZWILCH PE=1 SV=2,0,FALSE,32.126,15,7,8,7,591,67.2,6.27,20.12,7,0,0,572.9,434.6,487.1,500,448.3,461.3,454.6,343.3,495.5,2161.4,2319.6,245.1,353.3,407,465.9,340.1,382.8,345.4,247.6,389.1,2161.4,1979,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q8WUA2,Peptidyl-prolyl cis-trans isomerase-like 4 OS=Homo sapiens OX=9606 GN=PPIL4 PE=1 SV=1,0,FALSE,32.114,15,7,8,7,492,57.2,5.92,25.31,7,0,0,560.8,718.8,734.4,789.4,707.8,820,805.5,600.1,733.9,2235.3,2265.9,239.9,584.3,613.6,735.7,537,680.5,612,432.9,576.4,2235.3,1933.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9NP92,"39S ribosomal protein S30, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS30 PE=1 SV=2",0,FALSE,32.078,18,6,8,6,439,50.3,7.97,22.53,6,0,0,2059,1804.5,1613.7,1890.4,1514.4,1709.6,1731.6,1633,1720.8,1674,1693.5,880.8,1466.8,1348.3,1761.8,1149.1,1418.9,1315.6,1178,1351.4,1674,1444.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O15116,U6 snRNA-associated Sm-like protein LSm1 OS=Homo sapiens OX=9606 GN=LSM1 PE=1 SV=1,0,FALSE,32.049,47,5,9,5,133,15.2,5.22,40.27,5,0,0,784.2,739.3,737.5,710.1,819.3,756.6,715.9,766.9,540.7,422.7,461.3,335.5,600.9,616.3,661.8,621.7,627.9,543.9,553.2,424.7,422.7,393.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q14894,Ketimine reductase mu-crystallin OS=Homo sapiens OX=9606 GN=CRYM PE=1 SV=1,0,FALSE,32.034,30,8,9,8,314,33.8,5.14,27.82,8,0,0,2606.6,2156.3,2123.7,1975.3,2320.9,2045,2132.5,2198.3,2004,1610,1522.7,1115.1,1752.7,1774.5,1840.9,1760.9,1697.2,1620.3,1585.7,1573.9,1610,1299.1,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P10398,Serine/threonine-protein kinase A-Raf OS=Homo sapiens OX=9606 GN=ARAF PE=1 SV=2,0,FALSE,31.992,15,9,12,5,606,67.5,9.01,37.5,9,0,0,173.1,129,146.8,158.3,127.4,143.7,122.9,105.8,136.7,238.7,247.6,74,104.9,122.6,147.5,96.7,119.3,93.4,76.3,107.3,238.7,211.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P25098,Beta-adrenergic receptor kinase 1 OS=Homo sapiens OX=9606 GN=GRK2 PE=1 SV=2,0,FALSE,31.983,13,8,9,8,689,79.5,7.28,26.31,8,0,0,1047.8,700.6,722.6,745.1,747.8,690.5,1039.2,940.4,680.3,1065.8,1008.8,448.2,569.5,603.8,694.4,567.4,573.1,789.6,678.4,534.3,1065.8,860.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P82930,"28S ribosomal protein S34, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS34 PE=1 SV=2",0,FALSE,31.978,44,9,13,9,218,25.6,9.98,35.69,9,0,0,1959.9,1682.3,1549.9,1817.1,1474,1700.3,1637,1582.1,1735,2698.6,2613.4,838.4,1367.4,1295,1693.5,1118.4,1411.1,1243.8,1141.2,1362.6,2698.6,2229.7,High,High,High,High,High,High,High,High,High,High,High,1
